Domain Code,Domain,Area Code,Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7002","February","1997","1997","°C","2.103","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7002","February","1998","1998","°C","2.103","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7002","February","1999","1999","°C","2.103","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7002","February","2000","2000","°C","2.103","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7002","February","2001","2001","°C","2.103","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7002","February","2002","2002","°C","2.103","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7002","February","2003","2003","°C","2.103","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7002","February","2004","2004","°C","2.103","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7002","February","2005","2005","°C","2.103","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7002","February","2006","2006","°C","2.103","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7002","February","2007","2007","°C","2.103","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7002","February","2008","2008","°C","2.103","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7002","February","2009","2009","°C","2.103","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7002","February","2010","2010","°C","2.103","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7002","February","2011","2011","°C","2.103","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7002","February","2012","2012","°C","2.103","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7002","February","2013","2013","°C","2.103","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7002","February","2014","2014","°C","2.103","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7002","February","2015","2015","°C","2.103","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7002","February","2016","2016","°C","2.103","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7002","February","2017","2017","°C","2.103","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7002","February","2018","2018","°C","2.103","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7002","February","2019","2019","°C","2.103","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7003","March","1961","1961","°C","-0.479","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7003","March","1962","1962","°C","2.125","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7003","March","1963","1963","°C","-0.077","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7003","March","1964","1964","°C","1.352","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7003","March","1965","1965","°C","0.057","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7003","March","1966","1966","°C","0.205","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7003","March","1967","1967","°C","-1.016","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7003","March","1968","1968","°C","0.071","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7003","March","1969","1969","°C","1.86","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7003","March","1970","1970","°C","0.464","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7003","March","1971","1971","°C","1.16","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7003","March","1972","1972","°C","-2.078","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7003","March","1973","1973","°C","0.303","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7003","March","1974","1974","°C","0.257","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7003","March","1975","1975","°C","-0.544","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7003","March","1976","1976","°C","-2.952","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7003","March","1977","1977","°C","3.068","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7003","March","1978","1978","°C","0.456","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7003","March","1979","1979","°C","-0.599","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7003","March","1980","1980","°C","0.208","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7003","March","1981","1981","°C","1.601","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7003","March","1982","1982","°C","-1.595","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7003","March","1983","1983","°C","-2.017","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7003","March","1984","1984","°C","1.205","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7003","March","1985","1985","°C","-1.165","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7003","March","1986","1986","°C","-1.867","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7003","March","1987","1987","°C","0.184","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7003","March","1988","1988","°C","0.689","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7003","March","1989","1989","°C","0.16","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7003","March","1990","1990","°C","0.018","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7003","March","1991","1991","°C","-0.398","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7003","March","1992","1992","°C","-3.118","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7003","March","1993","1993","°C","-0.763","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7003","March","1994","1994","°C","0.91","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7003","March","1995","1995","°C","0.029","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7003","March","1996","1996","°C","-0.922","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7003","March","1997","1997","°C","-1.533","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7003","March","1998","1998","°C","0.351","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7003","March","1999","1999","°C","0.206","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7003","March","2000","2000","°C","0.152","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7003","March","2001","2001","°C","2.179","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7003","March","2002","2002","°C","2.232","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7003","March","2003","2003","°C","0.104","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7003","March","2004","2004","°C","2.751","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7003","March","2005","2005","°C","1.268","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7003","March","2006","2006","°C","2.163","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7003","March","2007","2007","°C","-0.097","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7003","March","2008","2008","°C","4.217","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7003","March","2009","2009","°C","2.203","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7003","March","2010","2010","°C","3.468","Fc","Calculated data"
